"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Closed season","Off reserve","9/23/19","B","CC1","B","R",18.7,11.25,"L",76,409.1304152,64.23347518,197.766286
"Closed season","Off reserve","9/23/19","B","CC1","B","L",17.7,13.75,"L",74,378.5407316,59.43089487,200.205842
"Closed season","Off reserve","9/23/19","B","CC1","B","R",7.1,11.25,"R",76,409.1304152,64.23347518,212.2100936
"Closed season","Off reserve","9/23/19","B","CC1","B","L",17.7,13.75,"L",78,441.300292,69.28414584,220.7809288
"Closed season","Off reserve","9/23/19","B","CC1","B","R",17.4,11.25,"R",80,475.0883261,74.5888672,222.5399931
"Closed season","Off reserve","9/23/19","B","CC1","B","R",7.1,11.25,"R",82,510.5323979,80.15358648,239.2899753
"Closed season","Off reserve","9/23/19","B","CC1","B","L",17.7,13.75,"L",92,713.9135533,112.0844279,299.1572649
"Closed season","Off reserve","9/23/19","B","CC1","C","L",2.5,8.75,"R",72,349.4931913,54.87043104,180.6887792
"Closed season","Off reserve","9/23/19","B","CC1","C","R",8,6.25,"R",76,409.1304152,64.23347518,197.9461312
"Closed season","Off reserve","9/23/19","B","CC1","C","R",7.5,6.25,"R",78,441.300292,69.28414584,217.062495
"Closed season","Off reserve","9/23/19","B","CC1","C","L",8.5,8.75,"R",80,475.0883261,74.5888672,219.6005369
"Closed season","Off reserve","9/23/19","B","CC1","C","R",10,6.25,"R",82,510.5323979,80.15358648,226.552679
"Closed season","Off reserve","9/23/19","B","CC1","C","R",7.5,6.25,"R",80,475.0883261,74.5888672,228.8123444
"Closed season","Off reserve","9/23/19","B","CC1","D","L",5.2,3.75,"R",78,441.300292,69.28414584,215.471519
"Closed season","Off reserve","9/23/19","B","CC1","D","L",4,3.75,"R",84,547.6703064,85.9842381,238.0608934
"Closed season","Off reserve","9/27/19","C","CC1","A","R",4.4,16.25,"L",52,135.3975423,21.25741415,108.4055166
"Closed season","Off reserve","9/27/19","C","CC1","A","R",4.4,16.25,"L",58,186.1248934,29.22160826,128.0607246
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",68,295.8718942,46.45188739,160.7729444
"Closed season","Off reserve","9/27/19","C","CC1","A","L",14,18.75,"R",70,321.9496555,50.54609591,178.0495855
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",70,321.9496555,50.54609591,189.0834714
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",73,363.8265751,57.1207723,199.3544318
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",76,409.1304152,64.23347518,204.3494966
"Closed season","Off reserve","9/27/19","C","CC1","A","R",4.6,16.25,"L",76,409.1304152,64.23347518,205.3534322
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",76,409.1304152,64.23347518,211.1974979
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",80,475.0883261,74.5888672,220.0501794
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",82,510.5323979,80.15358648,225.5004595
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",84,547.6703064,85.9842381,229.1775415
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",83,528.8872633,83.03530033,237.9984788
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",86,586.5397711,92.08674406,243.8979588
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",84,547.6703064,85.9842381,245.4084742
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",83,528.8872633,83.03530033,246.5995399
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",86,586.5397711,92.08674406,247.7329485
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",86,586.5397711,92.08674406,251.1853275
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",90,669.623864,105.1309466,265.2561612
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",92,713.9135533,112.0844279,284.3305614
"Closed season","Off reserve","9/27/19","C","CC1","A","R",16.3,16.25,"R",110,1201.664745,188.661365,368.7256686
"Closed season","Off reserve","9/27/19","C","CC1","A","R",10.2,16.25,"L",130,1955.209451,306.9678838,496.1642704
"Closed season","Off reserve","9/27/19","C","CC1","B","R",14.6,11.25,"R",80,475.0883261,74.5888672,220.8694831
"Closed season","Off reserve","9/27/19","C","CC1","C","R",9,6.25,"R",68,295.8718942,46.45188739,173.5889245
"Closed season","Off reserve","9/27/19","C","CC1","C","L",6,8.75,"R",78,441.300292,69.28414584,209.1800106
"Closed season","Off reserve","9/27/19","C","CC1","C","L",11,8.75,"R",80,475.0883261,74.5888672,223.7858035
"Closed season","Off reserve","9/27/19","C","CC1","C","R",10.2,6.25,"L",80,475.0883261,74.5888672,224.8239118
"Closed season","Off reserve","9/27/19","C","CC1","C","L",7.5,8.75,"R",83,528.8872633,83.03530033,242.1424358
"Closed season","Off reserve","9/27/19","C","CC1","C","L",8,8.75,"R",110,1201.664745,188.661365,391.5848675
"Closed season","Off reserve","9/27/19","C","CC1","D","L",4,3.75,"R",61,215.5885145,33.84739677,138.9738598
"Closed season","Off reserve","9/27/19","C","CC1","D","L",4,3.75,"R",63,236.8385127,37.18364649,143.5500595
"Closed season","Off reserve","9/27/19","C","CC1","D","L",6.2,3.75,"R",82,510.5323979,80.15358648,235.6821655
"Open season","Off reserve","10/11/19","D","CC1","A","L",10.5,18.75,"L",49,113.8700122,17.87759192,96.67161539
"Open season","Off reserve","10/11/19","D","CC1","A","L",13.7,18.75,"R",49,113.8700122,17.87759192,99.92713412
"Open season","Off reserve","10/11/19","D","CC1","A","R",1.8,16.25,"R",63,236.8385127,37.18364649,147.5502506
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",63,236.8385127,37.18364649,150.2889404
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",72,349.4931913,54.87043104,183.6599408
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",76,409.1304152,64.23347518,205.6056094
"Open season","Off reserve","10/11/19","D","CC1","A","L",13.7,18.75,"R",76,409.1304152,64.23347518,211.7180718
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",83,528.8872633,83.03530033,228.2635616
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",82,510.5323979,80.15358648,243.2808734
"Open season","Off reserve","10/11/19","D","CC1","A","L",9.8,18.75,"L",86,586.5397711,92.08674406,249.3501686
"Open season","Off reserve","10/11/19","D","CC1","B",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/11/19","D","CC1","C","L",7.6,8.75,"R",73,363.8265751,57.1207723,199.7456572
"Open season","Off reserve","10/11/19","D","CC1","C","L",11.2,8.75,"R",78,441.300292,69.28414584,220.7608329
"Open season","Off reserve","10/11/19","D","CC1","C","L",8.2,8.75,"R",83,528.8872633,83.03530033,222.9059201
"Open season","Off reserve","10/11/19","D","CC1","D","R",8.3,1.25,"R",76,409.1304152,64.23347518,195.422606
"Open season","Off reserve","10/11/19","D","CC1","D","L",0.8,3.75,"R",82,510.5323979,80.15358648,220.6596272
"Open season","Off reserve","10/11/19","D","CC1","D","L",4.2,3.75,"R",80,475.0883261,74.5888672,222.9157208
"Open season","Off reserve","10/11/19","D","CC1","D","L",4,3.75,"R",83,528.8872633,83.03530033,240.085696
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",72,349.4931913,54.87043104,182.521614
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",76,409.1304152,64.23347518,196.2674467
"Open season","Off reserve","10/31/19","E","CC1","A","R",17.8,16.25,"R",76,409.1304152,64.23347518,201.0749804
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",74,378.5407316,59.43089487,201.2261902
"Open season","Off reserve","10/31/19","E","CC1","A","R",19.8,16.25,"R",78,441.300292,69.28414584,221.1345558
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",82,510.5323979,80.15358648,223.8003886
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",82,510.5323979,80.15358648,240.1773196
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",82,510.5323979,80.15358648,244.4201264
"Open season","Off reserve","10/31/19","E","CC1","A","R",10.8,16.25,"L",90,669.623864,105.1309466,286.2743891
"Open season","Off reserve","10/31/19","E","CC1","B","L",20,13.75,"R",76,409.1304152,64.23347518,205.2620165
"Open season","Off reserve","10/31/19","E","CC1","B","L",20,13.75,"R",78,441.300292,69.28414584,215.8530789
"Open season","Off reserve","10/31/19","E","CC1","C","L",11.5,8.75,"R",78,441.300292,69.28414584,212.9865922
"Open season","Off reserve","10/31/19","E","CC1","C","R",8.6,6.25,"R",78,441.300292,69.28414584,213.5857261
"Open season","Off reserve","10/31/19","E","CC1","C","R",13.6,6.25,"R",80,475.0883261,74.5888672,219.0788586
"Open season","Off reserve","10/31/19","E","CC1","C","R",8.6,6.25,"R",82,510.5323979,80.15358648,228.9654885
"Open season","Off reserve","10/31/19","E","CC1","C","L",9.7,8.75,"R",85,566.8862397,89.00113964,245.2322118
"Open season","Off reserve","10/31/19","E","CC1","D",NA,NA,NA,NA,0,0,0,0
"Closed season","Off reserve","9/14/19","A","CC2","A","L",10.1,18.75,"R",68,295.8718942,46.45188739,166.7923577
"Closed season","Off reserve","9/14/19","A","CC2","A","L",10.3,18.75,"R",68,295.8718942,46.45188739,169.5758362
"Closed season","Off reserve","9/14/19","A","CC2","A","R",10.4,16.25,"R",69,308.7299461,48.47060153,175.2797147
"Closed season","Off reserve","9/14/19","A","CC2","A","L",10.9,18.75,"R",72,349.4931913,54.87043104,185.2534871
"Closed season","Off reserve","9/14/19","A","CC2","A","L",10.3,18.75,"R",72,349.4931913,54.87043104,189.2184962
"Closed season","Off reserve","9/14/19","A","CC2","A","L",10.9,18.75,"R",74,378.5407316,59.43089487,193.4973107
"Closed season","Off reserve","9/14/19","A","CC2","B","R",12.6,11.25,"R",74,378.5407316,59.43089487,197.4066912
"Closed season","Off reserve","9/14/19","A","CC2","B","L",7.5,13.75,"R",74,378.5407316,59.43089487,197.5490272
"Closed season","Off reserve","9/14/19","A","CC2","B","L",12.6,13.75,"R",78,441.300292,69.28414584,222.2401174
"Closed season","Off reserve","9/14/19","A","CC2","B","R",12.8,11.25,"R",85,566.8862397,89.00113964,256.8070172
"Closed season","Off reserve","9/14/19","A","CC2","C","R",5.9,6.25,"R",72,349.4931913,54.87043104,185.259355
"Closed season","Off reserve","9/14/19","A","CC2","D","R",15.6,1.25,"R",73,363.8265751,57.1207723,189.9780548
"Closed season","Off reserve","9/14/19","A","CC2","D","R",9.1,1.25,"R",80,475.0883261,74.5888672,225.9828261
"Closed season","Off reserve","9/23/19","B","CC2","A","L",10.6,18.75,"R",74,378.5407316,59.43089487,191.1386754
"Closed season","Off reserve","9/23/19","B","CC2","A","R",9.6,16.25,"R",76,409.1304152,64.23347518,194.9724088
"Closed season","Off reserve","9/23/19","B","CC2","A","R",12,16.25,"R",80,475.0883261,74.5888672,227.7848425
"Closed season","Off reserve","9/23/19","B","CC2","A","L",9.4,18.75,"R",92,713.9135533,112.0844279,290.2555149
"Closed season","Off reserve","9/23/19","B","CC2","B","R",10.6,11.25,"R",68,295.8718942,46.45188739,165.6071107
"Closed season","Off reserve","9/23/19","B","CC2","B","L",12.2,13.75,"R",80,475.0883261,74.5888672,218.531455
"Closed season","Off reserve","9/23/19","B","CC2","B","R",10.6,11.25,"R",83,528.8872633,83.03530033,245.466473
"Closed season","Off reserve","9/23/19","B","CC2","B","R",10.6,11.25,"R",84,547.6703064,85.9842381,249.3493196
"Closed season","Off reserve","9/23/19","B","CC2","C","R",13,6.25,"R",60,205.4506356,32.25574979,134.001404
"Closed season","Off reserve","9/23/19","B","CC2","C","R",12.7,6.25,"R",64,247.9603016,38.92976735,147.833134
"Closed season","Off reserve","9/23/19","B","CC2","C","R",13,6.25,"R",64,247.9603016,38.92976735,148.8004399
"Closed season","Off reserve","9/23/19","B","CC2","C","L",6.1,8.75,"R",64,247.9603016,38.92976735,150.6464514
"Closed season","Off reserve","9/23/19","B","CC2","C","R",12.7,6.25,"R",63,236.8385127,37.18364649,152.396074
"Closed season","Off reserve","9/23/19","B","CC2","C","R",13,6.25,"R",63,236.8385127,37.18364649,154.1266314
"Closed season","Off reserve","9/23/19","B","CC2","C","R",12.7,6.25,"R",68,295.8718942,46.45188739,184.5439352
"Closed season","Off reserve","9/23/19","B","CC2","C","R",12.7,6.25,"R",74,378.5407316,59.43089487,202.2716645
"Closed season","Off reserve","9/23/19","B","CC2","C","R",13,6.25,"R",76,409.1304152,64.23347518,204.650623
"Closed season","Off reserve","9/23/19","B","CC2","C","L",6.1,8.75,"R",78,441.300292,69.28414584,226.6250853
"Closed season","Off reserve","9/23/19","B","CC2","D","L",12.8,3.75,"R",69,308.7299461,48.47060153,181.8023858
"Closed season","Off reserve","9/27/19","C","CC2","A","R",11.8,16.25,"R",68,295.8718942,46.45188739,167.3873504
"Closed season","Off reserve","9/27/19","C","CC2","A","L",9,18.75,"R",79,457.9896699,71.90437818,217.7076395
"Closed season","Off reserve","9/27/19","C","CC2","A","L",3,18.75,"R",80,475.0883261,74.5888672,220.0370838
"Closed season","Off reserve","9/27/19","C","CC2","A","L",9,18.75,"R",80,475.0883261,74.5888672,222.8166145
"Closed season","Off reserve","9/27/19","C","CC2","A","R",14,16.25,"R",82,510.5323979,80.15358648,224.9307219
"Closed season","Off reserve","9/27/19","C","CC2","A","R",8,16.25,"R",83,528.8872633,83.03530033,234.6958464
"Closed season","Off reserve","9/27/19","C","CC2","B","R",10.6,11.25,"R",58,186.1248934,29.22160826,134.6421496
"Closed season","Off reserve","9/27/19","C","CC2","B","R",10.6,11.25,"R",61,215.5885145,33.84739677,144.0797117
"Closed season","Off reserve","9/27/19","C","CC2","B","R",5.4,11.25,"R",76,409.1304152,64.23347518,200.3453756
"Closed season","Off reserve","9/27/19","C","CC2","B","R",5.4,11.25,"R",82,510.5323979,80.15358648,229.3425458
"Closed season","Off reserve","9/27/19","C","CC2","B","R",10.4,11.25,"R",82,510.5323979,80.15358648,231.7276391
"Closed season","Off reserve","9/27/19","C","CC2","B","R",10.6,11.25,"R",86,586.5397711,92.08674406,237.8473775
"Closed season","Off reserve","9/27/19","C","CC2","B","R",5.4,11.25,"R",82,510.5323979,80.15358648,240.9131335
"Closed season","Off reserve","9/27/19","C","CC2","B","R",5.4,11.25,"R",83,528.8872633,83.03530033,240.9981526
"Closed season","Off reserve","9/27/19","C","CC2","B","R",10.4,11.25,"R",90,669.623864,105.1309466,275.1252822
"Closed season","Off reserve","9/27/19","C","CC2","C","L",9,8.75,"R",75,393.6404253,61.80154678,198.0325551
"Closed season","Off reserve","9/27/19","C","CC2","C","L",9,8.75,"R",76,409.1304152,64.23347518,211.7378485
"Closed season","Off reserve","9/27/19","C","CC2","C","L",9,8.75,"R",85,566.8862397,89.00113964,233.6168489
"Closed season","Off reserve","9/27/19","C","CC2","D","R",12,1.25,"R",60,205.4506356,32.25574979,135.281535
"Closed season","Off reserve","9/27/19","C","CC2","D","L",14.6,3.75,"R",60,205.4506356,32.25574979,137.3848079
"Closed season","Off reserve","9/27/19","C","CC2","D","R",12,1.25,"R",61,215.5885145,33.84739677,141.2551517
"Closed season","Off reserve","9/27/19","C","CC2","D","R",12,1.25,"R",73,363.8265751,57.1207723,199.6089706
"Closed season","Off reserve","9/27/19","C","CC2","D","L",14.6,3.75,"R",74,378.5407316,59.43089487,204.6666252
"Closed season","Off reserve","9/27/19","C","CC2","D","L",14.6,3.75,"R",76,409.1304152,64.23347518,205.7795445
"Closed season","Off reserve","9/27/19","C","CC2","D","L",9.1,3.75,"R",82,510.5323979,80.15358648,232.4943597
"Open season","Off reserve","10/11/19","D","CC2","A",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/11/19","D","CC2","B",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/11/19","D","CC2","C",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/11/19","D","CC2","D",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC2","A",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC2","B","L",11.5,13.75,"R",51,127.9489842,20.08799052,103.2184949
"Open season","Off reserve","10/31/19","E","CC2","B","L",10.5,13.75,"R",70,321.9496555,50.54609591,179.7932249
"Open season","Off reserve","10/31/19","E","CC2","B","L",10.5,13.75,"R",81,492.600993,77.3383559,225.1392478
"Open season","Off reserve","10/31/19","E","CC2","B","L",12.5,13.75,"R",82,510.5323979,80.15358648,239.5902171
"Open season","Off reserve","10/31/19","E","CC2","C",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC2","D","R",15.5,1.25,"R",70,321.9496555,50.54609591,181.7142764
"Closed season","Off reserve","9/16/19","A","CC4","A","R",0.5,16.25,"R",84,547.6703064,85.9842381,239.5432497
"Closed season","Off reserve","9/16/19","A","CC4","A","R",0.5,16.25,"R",83,528.8872633,83.03530033,250.8706078
"Closed season","Off reserve","9/16/19","A","CC4","B","L",11,13.75,"R",80,475.0883261,74.5888672,214.0413453
"Closed season","Off reserve","9/16/19","A","CC4","C","L",7.4,8.75,"R",70,321.9496555,50.54609591,171.0389316
"Closed season","Off reserve","9/16/19","A","CC4","C","L",17.7,8.75,"R",74,378.5407316,59.43089487,198.0435585
"Closed season","Off reserve","9/16/19","A","CC4","C","L",18.9,8.75,"R",78,441.300292,69.28414584,226.1936887
"Closed season","Off reserve","9/16/19","A","CC4","D","R",13.6,1.25,"R",72,349.4931913,54.87043104,184.2258177
"Closed season","Off reserve","9/16/19","A","CC4","D","R",13.6,1.25,"R",82,510.5323979,80.15358648,230.4280835
"Closed season","Off reserve","9/16/19","A","CC4","D","R",13.6,1.25,"R",84,547.6703064,85.9842381,237.30815
"Closed season","Off reserve","9/16/19","A","CC4","D","R",0.8,1.25,"R",85,566.8862397,89.00113964,238.080468
"Closed season","Off reserve","9/16/19","A","CC4","D","R",13.6,1.25,"R",83,528.8872633,83.03530033,252.0605641
"Closed season","Off reserve","9/24/19","B","CC4","A","L",0,18.75,"R",78,441.300292,69.28414584,213.2954914
"Closed season","Off reserve","9/24/19","B","CC4","A","L",19.5,18.75,"R",79,457.9896699,71.90437818,225.8353197
"Closed season","Off reserve","9/24/19","B","CC4","A","L",6,18.75,"R",81,492.600993,77.3383559,227.3886003
"Closed season","Off reserve","9/24/19","B","CC4","A","L",0,18.75,"R",80,475.0883261,74.5888672,229.798671
"Closed season","Off reserve","9/24/19","B","CC4","A","L",6,18.75,"R",88,627.1784345,98.46701422,270.1601652
"Closed season","Off reserve","9/24/19","B","CC4","B",NA,NA,NA,NA,0,0,0,0
"Closed season","Off reserve","9/24/19","B","CC4","C","R",11,6.25,"R",86,586.5397711,92.08674406,234.4560031
"Closed season","Off reserve","9/24/19","B","CC4","D","R",1.7,1.25,"R",80,475.0883261,74.5888672,208.9592804
"Closed season","Off reserve","9/24/19","B","CC4","D","R",0,1.25,"R",83,528.8872633,83.03530033,246.3424742
"Closed season","Off reserve","9/27/19","C","CC4","A","R",7,16.25,"R",80,475.0883261,74.5888672,224.6371774
"Closed season","Off reserve","9/27/19","C","CC4","A","R",9.8,16.25,"R",81,492.600993,77.3383559,225.6408149
"Closed season","Off reserve","9/27/19","C","CC4","A","R",9.8,16.25,"R",83,528.8872633,83.03530033,229.5363513
"Closed season","Off reserve","9/27/19","C","CC4","A","L",0,18.75,"R",83,528.8872633,83.03530033,235.5339433
"Closed season","Off reserve","9/27/19","C","CC4","B","L",10,13.75,"R",77,425.0154547,66.72742638,205.1201933
"Closed season","Off reserve","9/27/19","C","CC4","B","R",13,11.25,"R",83,528.8872633,83.03530033,235.1101352
"Closed season","Off reserve","9/27/19","C","CC4","C","L",7,8.75,"R",75,393.6404253,61.80154678,200.2040035
"Closed season","Off reserve","9/27/19","C","CC4","D","R",9.5,1.25,"R",58,186.1248934,29.22160826,124.2373878
"Closed season","Off reserve","9/27/19","C","CC4","D","R",9.7,1.25,"R",59,195.6310459,30.7140742,137.8390544
"Closed season","Off reserve","9/27/19","C","CC4","D","R",9.5,1.25,"R",70,321.9496555,50.54609591,176.5437262
"Closed season","Off reserve","9/27/19","C","CC4","D","R",7,1.25,"R",71,335.5358101,52.67912218,178.3841549
"Closed season","Off reserve","9/27/19","C","CC4","D","L",20,3.75,"R",78,441.300292,69.28414584,215.8538637
"Closed season","Off reserve","9/27/19","C","CC4","D","R",9.7,1.25,"R",80,475.0883261,74.5888672,221.2904993
"Closed season","Off reserve","9/27/19","C","CC4","D","R",9.7,1.25,"R",80,475.0883261,74.5888672,227.7454539
"Closed season","Off reserve","9/27/19","C","CC4","D","R",20,1.25,"R",86,586.5397711,92.08674406,258.4878283
"Open season","Off reserve","10/13/19","D","CC4","A",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/13/19","D","CC4","B",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/13/19","D","CC4","C",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/13/19","D","CC4","D",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC4","A",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC4","B","R",11.1,11.25,"R",78,441.300292,69.28414584,204.3324114
"Open season","Off reserve","10/31/19","E","CC4","C",NA,NA,NA,NA,0,0,0,0
"Open season","Off reserve","10/31/19","E","CC4","D",NA,NA,NA,NA,0,0,0,0
"Closed season","Off reserve","9/16/19","A","CC5","A","R",9.6,16.25,"R",76,409.1304152,64.23347518,201.1652419
"Closed season","Off reserve","9/16/19","A","CC5","A","R",9.6,16.25,"R",82,510.5323979,80.15358648,226.7819999
"Closed season","Off reserve","9/16/19","A","CC5","A","R",9.6,16.25,"R",84,547.6703064,85.9842381,240.3948708
"Closed season","Off reserve","9/16/19","A","CC5","A","R",9.6,16.25,"R",84,547.6703064,85.9842381,245.4426064
"Closed season","Off reserve","9/16/19","A","CC5","A","R",9.6,16.25,"R",85,566.8862397,89.00113964,255.5807637
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",76,409.1304152,64.23347518,211.1643579
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",80,475.0883261,74.5888672,212.8824104
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",78,441.300292,69.28414584,215.5586064
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",82,510.5323979,80.15358648,224.1032638
"Closed season","Off reserve","9/16/19","A","CC5","B","L",7.5,13.75,"R",82,510.5323979,80.15358648,233.2007795
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",80,475.0883261,74.5888672,234.0689525
"Closed season","Off reserve","9/16/19","A","CC5","B","L",6,13.75,"R",83,528.8872633,83.03530033,242.8661051
"Closed season","Off reserve","9/16/19","A","CC5","C","R",16.6,6.25,"R",82,510.5323979,80.15358648,232.5702251
"Closed season","Off reserve","9/16/19","A","CC5","C","L",16.6,8.75,"R",84,547.6703064,85.9842381,242.5113885
"Closed season","Off reserve","9/16/19","A","CC5","C","R",16.6,6.25,"R",85,566.8862397,89.00113964,247.741764
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",60,205.4506356,32.25574979,138.5535538
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.3,1.25,"C",63,236.8385127,37.18364649,155.8802094
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6,1.25,"C",68,295.8718942,46.45188739,166.1401166
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",68,295.8718942,46.45188739,167.1873141
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",68,295.8718942,46.45188739,172.2996641
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6,1.25,"C",69,308.7299461,48.47060153,178.9247903
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6.8,1.25,"C",72,349.4931913,54.87043104,186.1882897
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",72,349.4931913,54.87043104,186.6971037
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",73,363.8265751,57.1207723,187.6474803
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",70,321.9496555,50.54609591,189.3319307
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.5,1.25,"C",74,378.5407316,59.43089487,191.6964297
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",72,349.4931913,54.87043104,191.9698843
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",74,378.5407316,59.43089487,198.6186768
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.5,1.25,"C",76,409.1304152,64.23347518,202.6065645
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",76,409.1304152,64.23347518,207.3044262
"Closed season","Off reserve","9/16/19","A","CC5","D","R",4.8,1.25,"C",76,409.1304152,64.23347518,208.5610306
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.5,1.25,"C",78,441.300292,69.28414584,208.8293666
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6.8,1.25,"C",78,441.300292,69.28414584,217.1488383
"Closed season","Off reserve","9/16/19","A","CC5","D","R",3.8,1.25,"C",82,510.5323979,80.15358648,218.5248189
"Closed season","Off reserve","9/16/19","A","CC5","D","R",4,1.25,"C",82,510.5323979,80.15358648,225.5693029
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6,1.25,"C",80,475.0883261,74.5888672,227.8157823
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.3,1.25,"C",82,510.5323979,80.15358648,231.7733692
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",83,528.8872633,83.03530033,233.1765198
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",84,547.6703064,85.9842381,234.3868159
"Closed season","Off reserve","9/16/19","A","CC5","D","R",4.8,1.25,"C",82,510.5323979,80.15358648,235.0022736
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",82,510.5323979,80.15358648,236.3046887
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",83,528.8872633,83.03530033,240.3550153
"Closed season","Off reserve","9/16/19","A","CC5","D","R",3.8,1.25,"C",83,528.8872633,83.03530033,244.3940185
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",84,547.6703064,85.9842381,248.0038731
"Closed season","Off reserve","9/16/19","A","CC5","D","R",3.8,1.25,"C",84,547.6703064,85.9842381,250.5412388
"Closed season","Off reserve","9/16/19","A","CC5","D","R",6,1.25,"C",86,586.5397711,92.08674406,251.8946239
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5.2,1.25,"C",86,586.5397711,92.08674406,255.1859536
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",86,586.5397711,92.08674406,256.6103242
"Closed season","Off reserve","9/16/19","A","CC5","D","R",4.8,1.25,"C",93,736.7616925,115.6715857,277.6510556
"Closed season","Off reserve","9/16/19","A","CC5","D","R",5,1.25,"C",90,669.623864,105.1309466,281.0967496
